Threshold,Accuracy
0.1,0.9473684210526315
0.2,0.956140350877193
0.30000000000000004,0.9824561403508771
0.4,0.9736842105263158
0.5,0.9649122807017544
0.6,0.9649122807017544
0.7000000000000001,0.9649122807017544
0.8,0.9473684210526315
0.9,0.9210526315789473
